Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status,Metafield: custom.short [single_line_text_field],Metafield: custom.badge [single_line_text_field],Metafield: custom.kind [single_line_text_field],Metafield: custom.accent_color [single_line_text_field]
makura-ignis-pro-gel-gebitsbeschermer-polar-white-cool-blue,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/09/Makura-bitje-Ignes-Pro-Polar-White-Cooled-Blue2.jpg,2,Makura Ignis Pro Gel Gebitsbeschermer polar White – cool blue,,,,,
makura-ignis-pro-gel-gebitsbeschermer-black-granite-molten-orange-senior,Makura Ignis Pro Gel Gebitsbeschermer black granite – molten orange Senior,<p>Makura Ignis Pro Gel Gebitsbeschermer black granite – molten orange Senior</p>,Makura,Gebitsbeschermer,"Bescherming, Gebitsbeschermer, Makura",TRUE,,Default Title,,shopify,10,deny,manual,17.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/09/MAKURA-BITJE–IGNES-PRO–BLACK-GRANITE-MOLTEN-ORANGE.jpg,1,Makura Ignis Pro Gel Gebitsbeschermer black granite – molten orange Senior,active,,,shield,#1A1A1A
makura-ignis-pro-gel-gebitsbeschermer-black-granite-molten-orange-senior,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/09/MAKURA-BITJE–IGNES-PRO–BLACK-GRANITE-MOLTEN-ORANGE2.jpg,2,Makura Ignis Pro Gel Gebitsbeschermer black granite – molten orange Senior,,,,,
makura-ignis-pro-gel-gebitsbeschermer-polar-white-electric-pink,Makura Ignis Pro Gel Gebitsbeschermer polar White – electric Pink,<p>Makura Ignis Pro Gel Gebitsbeschermer polar White – electric Pink</p>,Makura,Gebitsbeschermer,"Bescherming, Gebitsbeschermer, Makura",TRUE,,Default Title,,shopify,10,deny,manual,17.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/09/Makura-Ignis-Pro-Gel-Gebitsbeschermer-polar-white-electric-pink2.jpg,1,Makura Ignis Pro Gel Gebitsbeschermer polar White – electric Pink,active,,,shield,#1A1A1A
makura-ignis-pro-gel-gebitsbeschermer-polar-white-electric-pink,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/09/Makura-Ignis-Pro-Gel-Gebitsbeschermer-polar-white-electric-pink.jpg,2,Makura Ignis Pro Gel Gebitsbeschermer polar White – electric Pink,,,,,
makura-toka-pro-gebitsbeschermer-bitje-polar-white,Makura Toka Pro Gebitsbeschermer – bitje Polar white,<p>Makura Toka Pro Gebitsbeschermer – bitje Polar white</p>,Makura,Gebitsbeschermer,"Bescherming, Gebitsbeschermer, Makura",TRUE,,Default Title,,shopify,10,deny,manual,12.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/09/MAKURA-BITJE–TOKA-PRO-polar-white.jpg,1,Makura Toka Pro Gebitsbeschermer – bitje Polar white,active,,,shield,#1A1A1A
makura-toka-pro-gebitsbeschermer-bitje-polar-white,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/09/MAKURA-BITJE–TOKA-PRO-polar-white2.jpg,2,Makura Toka Pro Gebitsbeschermer – bitje Polar white,,,,,
makura-toka-pro-gebitsbeschermer-bitje-electric-pink,Makura Toka Pro Gebitsbeschermer –  bitje Electric pink,<p>Makura Toka Pro Gebitsbeschermer – bitje Electric pink</p>,Makura,Gebitsbeschermer,"Bescherming, Gebitsbeschermer, Makura",TRUE,,Default Title,,shopify,10,deny,manual,12.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/09/MAKURA-BITJE–TOKA-PRO-ELECTRIC-PINK.jpg,1,Makura Toka Pro Gebitsbeschermer –  bitje Electric pink,active,,,shield,#1A1A1A
makura-toka-pro-gebitsbeschermer-bitje-electric-pink,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/09/MAKURA-BITJE–TOKA-PRO-ELECTRIC-PINK2.jpg,2,Makura Toka Pro Gebitsbeschermer –  bitje Electric pink,,,,,
makura-toka-pro-gebitsbeschermer-bitje-cooled-blue,Makura Toka Pro Gebitsbeschermer –  bitje  Cooled blue,<p>Makura Toka Pro Gebitsbeschermer – bitje Cooled blue</p>,Makura,Gebitsbeschermer,"Bescherming, Gebitsbeschermer, Makura",TRUE,,Default Title,,shopify,10,deny,manual,12.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/09/MAKURA-BITJE–TOKA-PRO-cooled-blue.jpg,1,Makura Toka Pro Gebitsbeschermer –  bitje  Cooled blue,active,,,shield,#1A1A1A
makura-toka-pro-gebitsbeschermer-bitje-cooled-blue,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/09/MAKURA-BITJE–TOKA-PRO-cooled-blue2.jpg,2,Makura Toka Pro Gebitsbeschermer –  bitje  Cooled blue,,,,,
makura-toka-pro-gebitsbeschermer-bitje-laser-red,Makura Toka Pro Gebitsbeschermer –  bitje  Laser red,<p>Makura Toka Pro Gebitsbeschermer – bitje Laser red</p>,Makura,Gebitsbeschermer,"Bescherming, Gebitsbeschermer, Makura",TRUE,,Default Title,,shopify,10,deny,manual,12.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/09/MAKURA-BITJE–TOKA-PRO-laser-red.jpg,1,Makura Toka Pro Gebitsbeschermer –  bitje  Laser red,active,,,shield,#1A1A1A
makura-toka-pro-gebitsbeschermer-bitje-laser-red,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/09/MAKURA-BITJE–TOKA-PRO-laser-red2.jpg,2,Makura Toka Pro Gebitsbeschermer –  bitje  Laser red,,,,,
hayabusa-t3-striking-scheenbeschermers-white-black,Hayabusa T3 striking scheenbeschermers – White/gold,"<p>Scheenbeschermers van het merk hayabusa.<br /> geschikt voor de fanatieke, professionele sporter.</p>",Hayabusa,Scheenbeschermers,"Bescherming, Hayabusa, Scheenbeschermers",TRUE,Maat,L,,shopify,10,deny,manual,169.00,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/08/Hayabusa-Scheenbeschermers-T3-White-gold.jpg,1,Hayabusa T3 striking scheenbeschermers – White/gold,active,,,shield,#1A1A1A
hayabusa-t3-striking-scheenbeschermers-white-black,,,,,,,Maat,M,,shopify,10,deny,manual,169.00,,TRUE,TRUE,,,,active,,,,
hayabusa-t3-striking-scheenbeschermers-white-black,,,,,,,Maat,S,,shopify,10,deny,manual,169.00,,TRUE,TRUE,,,,active,,,,
hayabusa-t3-striking-scheenbeschermers-white-black,,,,,,,Maat,XL,,shopify,10,deny,manual,169.00,,TRUE,TRUE,,,,active,,,,
hayabusa-t3-striking-scheenbeschermers-white-black,,,,,,,Maat,XS,,shopify,10,deny,manual,169.00,,TRUE,TRUE,,,,active,,,,
hayabusa-t3-striking-scheenbeschermers-white-black,,,,,,,Maat,XXS,,shopify,10,deny,manual,169.00,,TRUE,TRUE,,,,active,,,,
hayabusa-t3-striking-scheenbeschermers-white-black,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/08/Hayabusa-Scheenbeschermers-T3-White-gold2.jpg,2,Hayabusa T3 striking scheenbeschermers – White/gold,,,,,
hayabusa-t3-striking-scheenbeschermers-white-black,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/08/Hayabusa-Scheenbeschermers-T3-White-gold3.jpg,3,Hayabusa T3 striking scheenbeschermers – White/gold,,,,,
hayabusa-t3-striking-scheenbeschermers-white-black,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/08/Hayabusa-Scheenbeschermers-T3-White-gold4.jpg,4,Hayabusa T3 striking scheenbeschermers – White/gold,,,,,
hayabusa-t3-boxing-gloves-white-grey,Hayabusa T3 Boxing Gloves – White / Grey,<p>Hayabusa handschoenen van zeer goede kwaliteit. Prijswinnaar van Men’s Health in 2019 voor beste Gloves in the world!<br /> voor de serieuze en professionele sporter.</p>,Hayabusa,Kickbokshandschoenen leer,"Handschoenen, Hayabusa, Kickbokshandschoenen leer",TRUE,Maat,14 oz,,shopify,10,deny,manual,179.00,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/08/HayabusaT3_BoxingGloves_WhiteGray_Group.jpg,1,Hayabusa T3 Boxing Gloves – White / Grey,active,Al jaren bekend als een van de beste handschoen merken in de wereld.,,apparel,#1A1A1A
hayabusa-t3-boxing-gloves-white-grey,,,,,,,Maat,16 oz,,shopify,10,deny,manual,179.00,,TRUE,TRUE,,,,active,,,,
hayabusa-t3-boxing-gloves-white-grey,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/08/dfb55e47-8419-4472-b756-8da2b8d501fb_HayabusaT3_BoxingGloves_WhiteGray_LeatherDetail_.jpg,2,Hayabusa T3 Boxing Gloves – White / Grey,,,,,
hayabusa-t3-boxing-gloves-white-grey,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/08/HayabusaT3_BoxingGloves_WhiteGray_Group2.jpg,3,Hayabusa T3 Boxing Gloves – White / Grey,,,,,
hayabusa-t3-boxing-gloves-white-grey,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/08/HayabusaT3_BoxingGloves_WhiteGray_Group3.jpg,4,Hayabusa T3 Boxing Gloves – White / Grey,,,,,
hayabusa-t3-boxing-gloves-white-grey,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/08/HayabusaT3_BoxingGloves_WhiteGray_Group4.jpg,5,Hayabusa T3 Boxing Gloves – White / Grey,,,,,
hayabusa-t3-boxing-gloves-white-grey,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/08/HayabusaT3_BoxingGloves_WhiteGrey_Group.jpg,6,Hayabusa T3 Boxing Gloves – White / Grey,,,,,
hayabusa-t3-boxing-gloves-kickbokshandschoenen-black-gold,Hayabusa T3 Boxing Gloves kickbokshandschoenen Black Gold,<p>Hayabusa handschoenen van zeer goede kwaliteit. Prijswinnaar van Men’s Health in 2019 voor beste Gloves in the world!<br /> voor de serieuze en professionele sporter.</p>,Hayabusa,Kickbokshandschoenen leer,"Handschoenen, Hayabusa, Kickbokshandschoenen leer",TRUE,Maat,14 oz,,shopify,10,deny,manual,179.00,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/08/Hayabusa-T3-Boxing-Gloves-Black-Gold.jpg,1,Hayabusa T3 Boxing Gloves kickbokshandschoenen Black Gold,active,Al jaren bekend als een van de beste handschoen merken in de wereld.,,apparel,#1A1A1A
hayabusa-t3-boxing-gloves-kickbokshandschoenen-black-gold,,,,,,,Maat,16 oz,,shopify,10,deny,manual,179.00,,TRUE,TRUE,,,,active,,,,
hayabusa-t3-boxing-gloves-kickbokshandschoenen-black-gold,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/08/Hayabusa-T3-Boxing-Gloves-Black-Gold2.jpg,2,Hayabusa T3 Boxing Gloves kickbokshandschoenen Black Gold,,,,,
hayabusa-t3-boxing-gloves-kickbokshandschoenen-black-gold,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/08/Hayabusa-T3-Boxing-Gloves-Black-Gold3.jpg,3,Hayabusa T3 Boxing Gloves kickbokshandschoenen Black Gold,,,,,
hayabusa-t3-boxing-gloves-kickbokshandschoenen-black-gold,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/08/product_1000x1000_4.jpg,4,Hayabusa T3 Boxing Gloves kickbokshandschoenen Black Gold,,,,,
hayabusa-t3-boxing-gloves-kickbokshandschoenen-black-gold,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/08/product_1000x1000_5.jpg,5,Hayabusa T3 Boxing Gloves kickbokshandschoenen Black Gold,,,,,
hayabusa-t3-boxing-gloves-kickbokshandschoenen-black-gold,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/08/product_1000x1000_6.jpg,6,Hayabusa T3 Boxing Gloves kickbokshandschoenen Black Gold,,,,,
joya-zakhandschoenen-velcro-standard-zwart,Joya Zakhandschoenen &#8220;Velcro Standard&#8221;  Zwart,<p>Joya Zakhandschoenen van leer voor bokszaktrainingen op ieder niveau.</p>,Joya,Zak handschoenen,"Handschoenen, Joya, Zak handschoenen",TRUE,Maat,L,,shopify,10,deny,manual,33.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/08/Joya-Zakhandschoenen-Velcro-Standard-Zwart.jpg,1,Joya Zakhandschoenen &#8220;Velcro Standard&#8221;  Zwart,active,Ook goed voor pads training.,,bag,#1C1C1C
joya-zakhandschoenen-velcro-standard-zwart,,,,,,,Maat,M,,shopify,10,deny,manual,33.95,,TRUE,TRUE,,,,active,,,,
joya-zakhandschoenen-velcro-standard-zwart,,,,,,,Maat,S,,shopify,10,deny,manual,33.95,,TRUE,TRUE,,,,active,,,,
joya-zakhandschoenen-velcro-standard-zwart,,,,,,,Maat,XL,,shopify,10,deny,manual,33.95,,TRUE,TRUE,,,,active,,,,
joya-zakhandschoenen-velcro-standard-zwart,,,,,,,Maat,XS,,shopify,10,deny,manual,33.95,,TRUE,TRUE,,,,active,,,,
joya-zakhandschoenen-velcro-standard-zwart,,,,,,,Maat,XXS,,shopify,10,deny,manual,33.95,,TRUE,TRUE,,,,active,,,,
joya-zakhandschoenen-title-zwart,Joya Zakhandschoenen &#8220;Title&#8221; zwart leer,<p>Joya Zakhandschoenen van leer voor bokszaktrainingen op ieder niveau.</p>,Joya,Zak handschoenen,"Handschoenen, Joya, Zak handschoenen",TRUE,Maat,L,,shopify,10,deny,manual,39.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/08/Joya-Zakhandschoenen-Title-Zwart.jpg,1,Joya Zakhandschoenen &#8220;Title&#8221; zwart leer,active,Makkelijk door de open duim. Ook goed voor pads training.,,bag,#1C1C1C
joya-zakhandschoenen-title-zwart,,,,,,,Maat,M,,shopify,10,deny,manual,39.95,,TRUE,TRUE,,,,active,,,,
joya-zakhandschoenen-title-zwart,,,,,,,Maat,S,,shopify,10,deny,manual,39.95,,TRUE,TRUE,,,,active,,,,
joya-zakhandschoenen-title-zwart,,,,,,,Maat,XL,,shopify,10,deny,manual,39.95,,TRUE,TRUE,,,,active,,,,
joya-zakhandschoenen-title-zwart,,,,,,,Maat,XS,,shopify,10,deny,manual,39.95,,TRUE,TRUE,,,,active,,,,
joya-zakhandschoenen-title-zwart,,,,,,,Maat,XXS,,shopify,10,deny,manual,39.95,,TRUE,TRUE,,,,active,,,,
joya-mma-handschoen-grip-zwart,JOYA MMA Handschoen GRIP – Zwart,"<p>Joya mma handschoenen, PU in zwart en wit. Open palm, open duim.</p>",Joya,MMA Gloves,"Handschoenen, Joya, MMA Gloves",TRUE,Maat,L,,shopify,10,deny,manual,29.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/08/JOYA-MMA-Handschoen-GRIP-Zwart.jpg,1,JOYA MMA Handschoen GRIP – Zwart,active,Mooie prijs/kwaliteit verhouding,,glove,#1C1C1C
joya-mma-handschoen-grip-zwart,,,,,,,Maat,M,,shopify,10,deny,manual,29.95,,TRUE,TRUE,,,,active,,,,
joya-mma-handschoen-grip-zwart,,,,,,,Maat,S,,shopify,10,deny,manual,29.95,,TRUE,TRUE,,,,active,,,,
joya-mma-handschoen-grip-zwart,,,,,,,Maat,XL,,shopify,10,deny,manual,29.95,,TRUE,TRUE,,,,active,,,,
joya-mma-handschoen-grip-zwart,,,,,,,Maat,XS,,shopify,10,deny,manual,29.95,,TRUE,TRUE,,,,active,,,,
joya-mma-handschoen-grip-zwart,,,,,,,Maat,XXS,,shopify,10,deny,manual,29.95,,TRUE,TRUE,,,,active,,,,
joya-dames-kruisbeschermer-de-luxe,Joya Dames Kruisbeschermer De Luxe,<p>Comfortabele dames kruisbeschemer.</p>,Joya,Kruis bescherming,"Bescherming, Joya, Kruis bescherming",TRUE,Maat,L,,shopify,10,deny,manual,14.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/08/Joya-Dames-Kruisbeschermer-De-Luxe.jpg,1,Joya Dames Kruisbeschermer De Luxe,active,Joya Dames Kruisbeschermer De Luxe,,shield,#1C1C1C
joya-dames-kruisbeschermer-de-luxe,,,,,,,Maat,M,,shopify,10,deny,manual,14.95,,TRUE,TRUE,,,,active,,,,
joya-dames-kruisbeschermer-de-luxe,,,,,,,Maat,S,,shopify,10,deny,manual,14.95,,TRUE,TRUE,,,,active,,,,
joya-dames-kruisbeschermer-de-luxe,,,,,,,Maat,XL,,shopify,10,deny,manual,14.95,,TRUE,TRUE,,,,active,,,,
joya-dames-kruisbeschermer-de-luxe,,,,,,,Maat,XS,,shopify,10,deny,manual,14.95,,TRUE,TRUE,,,,active,,,,
joya-dames-kruisbeschermer-de-luxe,,,,,,,Maat,XXS,,shopify,10,deny,manual,14.95,,TRUE,TRUE,,,,active,,,,
joya-dames-kruisbeschermer-de-luxe,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/08/Joya-Dames-Kruisbeschermer-De-Luxe2.jpg,2,Joya Dames Kruisbeschermer De Luxe,,,,,
joya-kickboks-scheenbeschermers-skintex-zwart,Joya Kickboks Scheenbeschermers Skintex zwart,<p>Goede scheendekkers van Joya. zeer geschikt voor alle niveaus.</p>,Joya,Scheenbeschermers,"Bescherming, Joya, Scheenbeschermers",TRUE,Maat,L,,shopify,10,deny,manual,71.00,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/08/Joya-Skintex-Scheenbeschermer-Zwart-new.jpg,1,Joya Kickboks Scheenbeschermers Skintex zwart,active,Joya Scheenbeschermer voor elk niveau.,,shield,#1C1C1C
joya-kickboks-scheenbeschermers-skintex-zwart,,,,,,,Maat,M,,shopify,10,deny,manual,71.00,,TRUE,TRUE,,,,active,,,,
joya-kickboks-scheenbeschermers-skintex-zwart,,,,,,,Maat,S,,shopify,10,deny,manual,71.00,,TRUE,TRUE,,,,active,,,,
joya-kickboks-scheenbeschermers-skintex-zwart,,,,,,,Maat,XL,,shopify,10,deny,manual,71.00,,TRUE,TRUE,,,,active,,,,
joya-kickboks-scheenbeschermers-skintex-zwart,,,,,,,Maat,XS,,shopify,10,deny,manual,71.00,,TRUE,TRUE,,,,active,,,,
joya-kickboks-scheenbeschermers-skintex-zwart,,,,,,,Maat,XXS,,shopify,10,deny,manual,71.00,,TRUE,TRUE,,,,active,,,,
joya-kickboks-scheenbeschermers-skintex-zwart,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/08/Joya-Skintex-Scheenbeschermer-Zwart-new1.jpg,2,Joya Kickboks Scheenbeschermers Skintex zwart,,,,,
joya-kickboks-scheenbeschermers-skintex-zwart,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/08/Joya-Skintex-Scheenbeschermer-Zwart-new2.jpg,3,Joya Kickboks Scheenbeschermers Skintex zwart,,,,,
joya-kickboks-scheenbeschermers-skintex-zwart,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/08/Joya-Skintex-Scheenbeschermer-Zwart-new3.jpg,4,Joya Kickboks Scheenbeschermers Skintex zwart,,,,,
joya-kickboks-scheenbeschermers-katoen-velcro,Joya Kickboks Scheenbeschermers – Katoen Velcro,<p>Basis scheendekkers van Joya. zeer geschikt voor de startende vechters</p>,Joya,Scheenbeschermers,"Bescherming, Joya, Scheenbeschermers",TRUE,Maat,L,,shopify,10,deny,manual,29.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/08/JOYA-basis-SCHEENBESCHERMER-KATOEN.jpg,1,Joya Kickboks Scheenbeschermers – Katoen Velcro,active,Joya Scheenbeschermer voor de beginner. Voordeel van deze scheendekkers is dat ze gewassen kunnen worden als ze vaak gedragen zijn.,,shield,#1C1C1C
joya-kickboks-scheenbeschermers-katoen-velcro,,,,,,,Maat,M,,shopify,10,deny,manual,29.95,,TRUE,TRUE,,,,active,,,,
joya-kickboks-scheenbeschermers-katoen-velcro,,,,,,,Maat,S,,shopify,10,deny,manual,29.95,,TRUE,TRUE,,,,active,,,,
joya-kickboks-scheenbeschermers-katoen-velcro,,,,,,,Maat,XL,,shopify,10,deny,manual,29.95,,TRUE,TRUE,,,,active,,,,
joya-kickboks-scheenbeschermers-katoen-velcro,,,,,,,Maat,XS,,shopify,10,deny,manual,29.95,,TRUE,TRUE,,,,active,,,,
joya-kickboks-scheenbeschermers-katoen-velcro,,,,,,,Maat,XXS,,shopify,10,deny,manual,29.95,,TRUE,TRUE,,,,active,,,,
joya-scheenbeschermer-leer-fight-fast-mat-zwart,Joya Scheenbeschermer Leer Fight Fast – Mat zwart,"<p>Luxe scheendekkers van joya, stoer design. Voorgevormd en gemaakt van hoogwaardig EVA -schuim en Skintex. Een goede keus voor de serieuze ervaren vechtsporter.</p>",Joya,Scheenbeschermers,"Bescherming, Joya, Scheenbeschermers",TRUE,Maat,L,,shopify,0,deny,manual,84.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/08/Joya-Kickboks-Scheenbeschermers-Fight-Fast-Mat-Zwart.jpg,1,Joya Scheenbeschermer Leer Fight Fast – Mat zwart,active,Joya Scheenbeschermer van de Fight-Fast lijn voor de ervaren sporter,,shield,#1C1C1C
joya-scheenbeschermer-leer-fight-fast-mat-zwart,,,,,,,Maat,M,,shopify,0,deny,manual,84.95,,TRUE,TRUE,,,,active,,,,
joya-scheenbeschermer-leer-fight-fast-mat-zwart,,,,,,,Maat,S,,shopify,0,deny,manual,84.95,,TRUE,TRUE,,,,active,,,,
joya-scheenbeschermer-leer-fight-fast-mat-zwart,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/08/Joya-Kickboks-Scheenbeschermers-Fight-Fast-Mat-Zwart2.jpg,2,Joya Scheenbeschermer Leer Fight Fast – Mat zwart,,,,,
joya-scheenbeschermer-leer-fight-fast-mat-zwart,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/08/Joya-Kickboks-Scheenbeschermers-Fight-Fast-Mat-Zwart3.jpg,3,Joya Scheenbeschermer Leer Fight Fast – Mat zwart,,,,,
joya-scheenbeschermer-leer-black-falcon-zwart,Joya Scheenbeschermer Leer &#8220;Black Falcon&#8221; – Zwart,"<p>Luxe scheendekkers van joya, stoer design. Een van de bestsellers! Voorgevormd en gemaakt van hoogwaardig EVA -schuim en Skintex. Een goede keus voor de serieuze ervaren vechtsporter.</p>",Joya,Scheenbeschermers,"Bescherming, Joya, Scheenbeschermers",TRUE,Maat,L,,shopify,10,deny,manual,94.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/08/Joya-Scheenbeschermer-Leer-Black-Falcon-Zwart.jpg,1,Joya Scheenbeschermer Leer &#8220;Black Falcon&#8221; – Zwart,active,Joya Scheenbeschermer van de FALCON lijn voor de ervaren sporter,,shield,#1C1C1C
joya-scheenbeschermer-leer-black-falcon-zwart,,,,,,,Maat,M,,shopify,10,deny,manual,94.95,,TRUE,TRUE,,,,active,,,,
joya-scheenbeschermer-leer-black-falcon-zwart,,,,,,,Maat,S,,shopify,10,deny,manual,94.95,,TRUE,TRUE,,,,active,,,,
joya-scheenbeschermer-leer-black-falcon-zwart,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/08/Joya-Scheenbeschermer-Leer-Black-Falcon-Zwart2.jpg,2,Joya Scheenbeschermer Leer &#8220;Black Falcon&#8221; – Zwart,,,,,
twins-kickboks-scheenbeschermers-sgl7-black,Twins Kickboks scheenbeschermers SGL7 – BLACK,<p>Twins Kickboks scheenbeschermers zwart</p> <p>Voor de fanatieke serieuze kickbokser</p>,Twins,Scheenbeschermers,"Bescherming, Scheenbeschermers, Twins",TRUE,Maat,XS,,shopify,10,deny,manual,132.00,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/08/sgl_7_1.jpg,1,Twins Kickboks scheenbeschermers SGL7 – BLACK,active,,,shield,#B8102E
twins-kickboks-scheenbeschermers-sgl7-black,,,,,,,Maat,S,,shopify,10,deny,manual,132.00,,TRUE,TRUE,,,,active,,,,
twins-kickboks-scheenbeschermers-sgl7-black,,,,,,,Maat,M,,shopify,10,deny,manual,132.00,,TRUE,TRUE,,,,active,,,,
twins-kickboks-scheenbeschermers-sgl7-black,,,,,,,Maat,L,,shopify,10,deny,manual,132.00,,TRUE,TRUE,,,,active,,,,
twins-kickboks-scheenbeschermers-sgl7-black,,,,,,,Maat,XL,,shopify,10,deny,manual,132.00,,TRUE,TRUE,,,,active,,,,
twins-kickboks-scheenbeschermers-sgl7-black,,,,,,,Maat,XXL,,shopify,10,deny,manual,132.00,,TRUE,TRUE,,,,active,,,,
twins-kickboks-scheenbeschermers-sgl7-black,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/08/sgl_7_2.jpg,2,Twins Kickboks scheenbeschermers SGL7 – BLACK,,,,,
twins-kickbokshandschoenen-bgvl-8-black-on-black-core,Twins kickbokshandschoenen BGVL 8 – black on black CORE,<p>TWINS handschoenen.<br /> voor de serieuze en professionele sporter.</p>,Twins,Kickbokshandschoenen leer,"Handschoenen, Kickbokshandschoenen leer, Twins",TRUE,Maat,14 oz,,shopify,10,deny,manual,174.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/08/booster-308.jpg,1,Twins kickbokshandschoenen BGVL 8 – black on black CORE,active,,,glove,#B8102E
twins-kickbokshandschoenen-bgvl-8-black-on-black-core,,,,,,,Maat,16 oz,,shopify,10,deny,manual,174.95,,TRUE,TRUE,,,,active,,,,
twins-kickbokshandschoenen-bgvl-8-black-on-black-core,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/08/booster-309.jpg,2,Twins kickbokshandschoenen BGVL 8 – black on black CORE,,,,,
twins-kickbokshandschoenen-bgvl-3-air-black-white-2,Twins kickbokshandschoenen BGVL 3 – AIR BLACK/WHITE,<p>TWINS handschoenen.<br /> voor de serieuze en professionele sporter.</p>,Twins,Kickbokshandschoenen leer,"Handschoenen, Kickbokshandschoenen leer, Twins",TRUE,Maat,14 oz,,shopify,10,deny,manual,174.95,,TRUE,TRUE,https://www.fightpro.nl/wp-content/uploads/2020/08/bgvl-3_air_wh-bk_2_.jpg,1,Twins kickbokshandschoenen BGVL 3 – AIR BLACK/WHITE,active,,,glove,#B8102E
twins-kickbokshandschoenen-bgvl-3-air-black-white-2,,,,,,,Maat,16 oz,,shopify,10,deny,manual,174.95,,TRUE,TRUE,,,,active,,,,
twins-kickbokshandschoenen-bgvl-3-air-black-white-2,,,,,,,,,,,,,,,,,,https://www.fightpro.nl/wp-content/uploads/2020/08/bgvl-3_air_wh-bk_3_.jpg,2,Twins kickbokshandschoenen BGVL 3 – AIR BLACK/WHITE,,,,,
